Date,Title,Sentiment
2010-10-29 00:00:00,"U.S. GDP Improves to 2% Growth Rate, Commerce Department Reports",positive
2010-10-29 00:00:00, AIA Group Ltd. Surges 17% on Hong Kong Debut After Record IPO,positive
2010-10-29 00:00:00, German Bunds Widen Spread Over Greek Bonds Amid Debt Concerns,negative
2010-10-29 00:00:00, Merkel Secures EU Backing for Permanent Debt-Crisis Mechanism,positive
2010-10-29 00:00:00, Emerging Markets Index Up in October Following September Rally,positive
2010-10-29 00:00:00, South Korea's Kospi Index Drops After Slow Industrial Production Growth,negative
2010-10-29 00:00:00, Yen Strengthens Against Dollar as U.S. Currency Weakens Globally,negative
2010-10-29 00:00:00," U.K. Consumer Confidence Improves, Boosting Pound Against Euro",positive
2010-11-01 00:00:00,Federal Reserve to Discuss Stimulus Measures for U.S. Economy,positive
2010-11-01 00:00:00,Brazil's Bovespa Index Increases as Interest Rate Hike Bets Decline,positive
2010-11-01 00:00:00,India's Sensex Index Reaches Two-Week High on Corporate Earnings Surge,positive
2010-11-01 00:00:00,South Korea's Kospi Index and Won Strengthen on Export Growth,positive
2010-11-01 00:00:00,Vale SA Shares Up as Metal Prices Advance,positive
2010-11-01 00:00:00,Rossi Residencial SA Benefits from Rousseff's Election Victory,positive
2010-11-01 00:00:00, Sun Pharmaceutical Industries Ltd. Profit Up 12% on Generic Medicine Demand,positive
2010-11-01 00:00:00, National Aluminium Co. Reports 41% Increase in Q2 Net Income,positive
2010-11-01 00:00:00, Jiangxi Copper Co. and Zhuzhou Smelter Group Co. Lead Gains in Commodity Producers,positive
2010-11-01 00:00:00, Shenhua Energy and Construction Bank Shares Rise on Manufacturing and Metal Rally,positive
2010-11-01 00:00:00, Emerging-Market Bond Spread Over U.S. Treasuries Narrows,positive
2010-11-02 00:00:00,U.S. Stocks Hit Six-Month Highs Ahead of Fed Decision,positive
2010-11-02 00:00:00,Dollar Weakens as Investors Anticipate Fed Economic Boost,positive
2010-11-02 00:00:00,Treasuries Rise as Markets React to Upcoming Federal Reserve Announcement,indecisive
2010-11-02 00:00:00,Oil Prices Surge to Six-Month High,negative
2010-11-02 00:00:00,S&P 500 Soars 14% Since August on QE Anticipation,positive
2010-11-02 00:00:00,Economists Predict Fed to Purchase $500 Billion in Securities,positive
2010-11-02 00:00:00,Dow Jones Industrial Average Closes at Highest Since April,positive
2010-11-02 00:00:00,U.S. Midterm Elections May Lead to Divided Congress,indecisive
2010-11-02 00:00:00, MasterCard Shares Jump as Earnings Exceed Estimates,positive
2010-11-02 00:00:00, U.S. Unemployment Rate Projected to Remain at 9.6%,negative
2010-11-02 00:00:00, Republicans Expected to Gain Control of House in Midterm Elections,indecisive
2010-11-02 00:00:00, S&P 500 Historically Surges in Second Year of Presidential Terms,positive
2010-11-02 00:00:00, BP and BG Group Shares Up After Earnings Beat Estimates,positive
2010-11-02 00:00:00, Australian Dollar Hits Record High After Central Bank Rate Hike,positive
2010-11-02 00:00:00, S&P GSCI Commodity Index at Two-Year High,positive
2010-11-02 00:00:00, Irish Bond Yields Hit Record Spread Over German Bunds,negative
2010-11-02 00:00:00, Credit-Default Swaps on Ireland Reach Record High,negative
2010-11-02 00:00:00, LCH.Clearnet May Increase Margin Requirements on Irish Bonds,negative
2010-11-02 00:00:00," Yield Gaps Widen for Greek, Portuguese, Spanish, and Italian Bonds",negative
2010-11-03 00:00:00,Dow Jones Industrial Average Reaches Two-Year High Post-Lehman Era,positive
2010-11-03 00:00:00,Federal Reserve Announces $600 Billion in Asset Purchases to Support Economy,positive
2010-11-03 00:00:00,S&P 500 Hits Six-Month Peak; Treasury Yields and Dollar Index Fall,positive
2010-11-03 00:00:00,Oil Prices Surge to Six-Month High Amidst Fed's Economic Measures,positive
2010-11-03 00:00:00,Fed to Buy $75 Billion Monthly in Treasury Securities; Total Purchases May Reach $900 Billion,positive
2010-11-03 00:00:00,"Bernanke Aims to Spur Growth, Reduce Unemployment with Securities Purchases",positive
2010-11-03 00:00:00,U.S. Service Industries and Private Job Growth Exceed Expectations,positive
2010-11-03 00:00:00,"Cisco, Hewlett-Packard, and JPMorgan Lead Dow Gains",positive
2010-11-03 00:00:00,Hartford Financial Reports Largest Profit Since 2007; BlackRock and EOG Resources Stocks Dip,negative
2010-11-03 00:00:00, S&P 500 Companies Surpass Earnings Estimates; Revenue Up 9.7%,positive
2010-11-03 00:00:00, European Stocks React to Fed Announcement; Societe Generale and Statoil Shares Fluctuate,indecisive
2010-11-03 00:00:00, Irish Bond Yields Rise on Bank Bailout Concerns; Credit-Default Swaps Hit Record High,negative
2010-11-03 00:00:00, German Finance Minister Stresses Euro Stability Amidst Debt Crisis,positive
2010-11-03 00:00:00, Hong Kong and South Korean Stocks Benefit from Global Stimulus Measures and Economic Growth,positive
2010-11-03 00:00:00," Republicans Gain House Seats, Impacting Future Legislative Actions and Market Sentiment",indecisive
2010-11-04 00:00:00,MSCI World Index Hits Two-Year High Following Fed Stimulus Announcement,positive
2010-11-04 00:00:00,Dollar Index Drops to 11-Month Low as Fed Unveils Bond Purchases,negative
2010-11-04 00:00:00,"S&P 500 Reaches Highest Level Since September 2008, Led by Bank Shares",positive
2010-11-04 00:00:00,Gold Prices Soar to Record High Amid Commodities Rally,indecisive
2010-11-04 00:00:00,"Irish 10-Year Bond Yields Increase, Continuing Eight-Day Decline",negative
2010-11-04 00:00:00,BNP Paribas Reports 46% Jump in Third-Quarter Profit,positive
2010-11-04 00:00:00,"Qualcomm Forecasts Higher Earnings, Surpassing Analyst Estimates",positive
2010-11-04 00:00:00,Fed's $600 Billion Bond-Buying Program Boosts Global Risk Assets,positive
2010-11-04 00:00:00,U.S. Currency Weakens Across Major Peers Following Fed's Cash Injection,negative
2010-11-04 00:00:00, Financial Stocks Surge on Speculation of Dividend Increases,positive
2010-11-04 00:00:00, Freeport-McMoRan Shares Hit Highest Price Since July 2008,positive
2010-11-04 00:00:00, Correlation Between U.S. Stocks and Treasury Yields Breaks Down,indecisive
2010-11-04 00:00:00, U.S. Worker Productivity Rises More Than Expected in Third Quarter,positive
2010-11-04 00:00:00, Unemployment Rate Expected to Hold at 9.6% in October,negative
2010-11-04 00:00:00, Swiss Reinsurance to Repay Warren Buffett's Capital Injection,positive
2010-11-04 00:00:00, BHP Billiton's Potash Corp. Takeover Blocked by Canada,negative
2010-11-04 00:00:00, MSCI Emerging Markets Index Nears Highest Level Since June 2008,positive
2010-11-04 00:00:00, Treasury Note Yields Hit Record Lows After Fed Asset Purchase Focus,negative
2010-11-04 00:00:00, Irish-German Bond Yield Spread Reaches Record Amid Financing Concerns,negative
2010-11-04 00:00:00," Dollar Weakens Against Euro and Yen, New Zealand Dollar Strengthens",negative
2010-11-04 00:00:00, Bank of England Maintains Interest Rate and Asset-Purchase Target,indecisive
2010-11-04 00:00:00, S&P GSCI Commodities Index Reaches Highest Level Since October 2008,positive
2010-11-04 00:00:00," Silver Prices Hit 30-Year High, Gold Sets New Record",indecisive
2010-11-04 00:00:00," Crude Oil Advances to $86.49 a Barrel, Raw Sugar Prices Surge",negative
2010-11-05 00:00:00,Treasuries Fall as Five-Year Note Yields Rise for First Time in Seven Days,negative
2010-11-05 00:00:00,U.S. Stocks Reach Two-Year Highs Following Jobs Growth Data,positive
2010-11-05 00:00:00,Commodity Indexes Hit Highest Levels Since 2008 as Copper Surges,positive
2010-11-05 00:00:00,MSCI World Index and S&P 500 Up Over 3.4% After Fed's Quantitative Easing Announcement,positive
2010-11-05 00:00:00,"U.S. Payrolls Increase by 151,000, Exceeding Economists' Expectations",positive
2010-11-05 00:00:00,"Ten-Year Treasury Yields Increase, Ending Three-Day Decline",negative
2010-11-05 00:00:00,"Citigroup Economic Surprise Index Turns Positive, Signaling Data Exceeding Estimates",positive
2010-11-05 00:00:00,"Dow Jones Industrial Average Led by Alcoa, Bank of America, and JPMorgan Chase",positive
2010-11-05 00:00:00, Federal Reserve Prepares Guidelines for Bank Dividend Increases and Share Buybacks,positive
2010-11-05 00:00:00, S&P 500 Valuation Reaches Highest Level Since June,positive
2010-11-05 00:00:00, MSCI World Index of Developed Nations Stocks Hits Highest Point Since 2008,positive
2010-11-05 00:00:00, MSCI Asia Pacific Index Reaches Highest Level Since July 2008,positive
2010-11-05 00:00:00, Emerging-Market Bonds Yield Spread Drops to Lowest Since December 2007,positive
2010-11-05 00:00:00, Copper Prices Reach 28-Month High Amid Chilean Mining Strike,negative
2010-11-05 00:00:00, Greek Bond Yields Diverge Further from German Bunds Amid Fiscal Concerns,negative
2010-11-05 00:00:00, Euro Weakens Against Dollar and Yen Following Jobs Data,negative
2010-11-05 00:00:00, Ireland's Credit-Default Swaps Surge as Sovereign Debt Concerns Intensify,negative
2010-11-05 00:00:00, Austerity Measures in Europe's Periphery Fail to Calm Investor Fears,negative
2010-11-08 00:00:00,U.S. Stocks Retreat from Record Highs Amid Market Cautiousness,negative
2010-11-08 00:00:00,Oil Prices and U.S. Dollar Experience Downturn,negative
2010-11-08 00:00:00,Sterling Recovers Despite London Attack,positive
2010-11-08 00:00:00,Base Metals Decline with Zinc and Tin Leading Losses,negative
2010-11-08 00:00:00,Middle East Tensions and London Attack Have Limited Market Impact,indecisive
2010-11-08 00:00:00,"Markets Anticipate U.K. Election, ECB Meeting, and Comey Testimony",indecisive
2010-11-08 00:00:00,Comey's Upcoming Testimony Could Influence Trump Administration's Agenda,indecisive
2010-11-08 00:00:00,U.K. Election Polls Suggest Increasingly Competitive Race,indecisive
2010-11-08 00:00:00, ECB to Possibly Adjust Growth Risk Language in Upcoming Meeting,indecisive
2010-11-08 00:00:00, Central Banks in India and Australia to Make Policy Decisions,indecisive
2010-11-08 00:00:00," Key Economic Data Expected: Chinese Trade, European Industrial Output, and GDP Reports",indecisive
2010-11-08 00:00:00," S&P 500, Dow Jones, and Nasdaq Dip from All-Time Highs",negative
2010-11-08 00:00:00, Apple Inc. Shares Fall Post New Product Announcements,negative
2010-11-08 00:00:00, Stoxx Europe 600 Index Falls with Basic Resources Producers Down,negative
2010-11-08 00:00:00," Emerging-Market Index Rises, Up 18% in 2017",positive
2010-11-08 00:00:00, West Texas Intermediate Crude Settles at Three-Week Low,negative
2010-11-08 00:00:00, Gold Prices Increase Marginally,indecisive
2010-11-08 00:00:00, Copper and Zinc Prices Fall on London Metal Exchange,negative
2010-11-08 00:00:00, Japanese Yen Weakens Slightly Against U.S. Dollar,negative
2010-11-08 00:00:00, U.K. Government Bonds Yield Rise Post-Terror Incident,negative
2010-11-08 00:00:00, U.S. 10-Year Treasury Yields Increase After Previous Drop,negative
2010-11-09 00:00:00,U.S. Stocks Decline for Second Consecutive Day,negative
2010-11-09 00:00:00,Treasuries Slide as 30-Year Yield Hits Five-Month High,negative
2010-11-09 00:00:00,Dollar Strengthens Amidst Fed Stimulus Plan Skepticism,negative
2010-11-09 00:00:00,Euro Weakens as European Debt Repayment Concerns Grow,negative
2010-11-09 00:00:00,S&P 500 Drops After Fed Announces Quantitative Easing Plans,negative
2010-11-09 00:00:00,U.S. Wholesale Inventories Double Forecasts in September,negative
2010-11-09 00:00:00,Financial and Materials Sectors Lead Market Declines,negative
2010-11-09 00:00:00, Priceline.com Shares Surge on Positive Q4 Forecast,positive
2010-11-09 00:00:00, Chevron Corp Acquires Atlas Energy Inc for $4.3 Billion,positive
2010-11-09 00:00:00, European Stocks Reach Highest Level Since September 2008,positive
2010-11-09 00:00:00, Carlsberg A/S Shares Fall After Q3 Profit Misses Estimates,negative
2010-11-09 00:00:00, 30-Year Bond Yields Rise on Speculation of Weak Treasury Auction Demand,negative
2010-11-09 00:00:00, Yuan Strengthens Against Dollar Ahead of G-20 Meeting,indecisive
2010-11-09 00:00:00, Dollar Index Rises for Third Consecutive Day,positive
2010-11-09 00:00:00, Gold Futures Retreat After Reaching All-Time High,negative
2010-11-09 00:00:00, Euro Drops Against Major Currencies Amidst Debt Crisis,negative
2010-11-09 00:00:00, Irish Bond Yields Surge to Record High Over Default Concerns,negative
2010-11-10 00:00:00,U.S. Stocks Recover with S&P 500 Up 0.4%,positive
2010-11-10 00:00:00,Dollar Index Sees Reduced Gains Against Euro,negative
2010-11-10 00:00:00,Oil Rally Boosts Energy Producers as Prices Hit $87.81 a Barrel,positive
2010-11-10 00:00:00,"Ireland's Debt Crisis Concerns Ease, Bond Yields Surge",negative
2010-11-10 00:00:00,G20 Meeting to Address Global Imbalances and Quantitative Easing,indecisive
2010-11-10 00:00:00,U.S. Jobless Claims Drop to Four-Month Low,positive
2010-11-10 00:00:00,U.S. Trade Deficit Narrows More Than Expected,positive
2010-11-10 00:00:00, Federal Reserve to Buy $105 Billion in Debt Over 30 Days,positive
2010-11-10 00:00:00, Boeing Shares Drop 3.2% After 787 Dreamliner Test Flight Issues,negative
2010-11-10 00:00:00, Presidential Commission Proposes $3.8 Trillion Deficit-Cutting Plan,indecisive
2010-11-10 00:00:00, Social Security and Medicare Cuts Suggested to Reduce Deficit,negative
2010-11-10 00:00:00," Stoxx Europe 600 Index Falls 0.7%, Breaking Two-Year High Streak",negative
2010-11-10 00:00:00, Irish Government Bonds Suffer 12th Consecutive Day of Declines,negative
2010-11-10 00:00:00, Bank of England Predicts Inflation to Align with 2% Target,positive
2010-11-10 00:00:00, Yuan Reaches Highest Level Since 1993 Against Dollar,negative
2010-11-10 00:00:00, MSCI Emerging Markets Index Declines by 0.4%,negative
2010-11-10 00:00:00, China Increases Banks' Reserve Requirements to Curb Inflation,negative
2010-11-11 00:00:00,U.S. Stocks Decline as Cisco Systems Inc. Forecasts Profit Below Estimates,negative
2010-11-11 00:00:00,Euro Weakens Amid Concerns Over European Debt,negative
2010-11-11 00:00:00,Irish Bond Yields Surge to Record Highs,negative
2010-11-11 00:00:00,London Copper Prices Hit Record on Strong Chinese Industrial Production,positive
2010-11-11 00:00:00,S&P 500 Drops After Walt Disney Co. Earnings Miss Estimates,negative
2010-11-11 00:00:00,Cisco Shares Plunge Following Lowered Government Spending and Market Share Losses,negative
2010-11-11 00:00:00,Technology Sector Leads S&P 500 Decline,negative
2010-11-11 00:00:00,Major U.S. Banks' Shares Fall in Response to European Debt Concerns,negative
2010-11-11 00:00:00, Stoxx 600 Falls; Bank of Ireland and Royal Bank of Scotland Shares Tumble,negative
2010-11-11 00:00:00, Telefonica SA Earnings Miss Estimates; Shares Slide,negative
2010-11-11 00:00:00, Siemens AG Shares Rally After Dividend Increase,positive
2010-11-11 00:00:00, Dollar Index Rises for Fifth Consecutive Day,positive
2010-11-11 00:00:00, Chinese Yuan Reaches Highest Level Since 1993,positive
2010-11-11 00:00:00, Credit-Default Swaps on Irish Banks Reach Distressed Levels,negative
2010-11-11 00:00:00, South Korea's Kospi Index Plummets in Final Trading Minute,negative
2010-11-11 00:00:00, Goldman Sachs Advises Closing Bets on Emerging Market Stocks Outperforming S&P 500,negative
2010-11-11 00:00:00, Copper Prices Retreat After Reaching All-Time High,negative
2010-11-12 00:00:00,U.S. Treasuries Decline as Bond Investors Seek Less Safety,positive
2010-11-12 00:00:00,S&P 500 Ends Five-Week Gain Streak on China Rate Hike Speculation,negative
2010-11-12 00:00:00,G-20 Officials Discuss Resolving European Debt Crisis,positive
2010-11-12 00:00:00,Freeport-McMoRan and Newmont Mining Lead Market Decline,negative
2010-11-12 00:00:00,Apple Shares Drop After Capital Growth Management Sells Stake,negative
2010-11-12 00:00:00,U.S. Consumer Confidence Rises to Highest Level Since June,positive
2010-11-12 00:00:00,Federal Reserve Continues Quantitative Easing with $7.229 Billion Bond Purchase,positive
2010-11-12 00:00:00,Crude Oil and Copper Prices Plunge Over 3 Percent,negative
2010-11-12 00:00:00, European Stocks Fall; Basic-Resources Shares Suffer,negative
2010-11-12 00:00:00, Rolls-Royce Shares Climb Despite Engine Failure Costs,positive
2010-11-12 00:00:00, Shanghai Composite Index Experiences Largest Drop Since August 2009,negative
2010-11-12 00:00:00," China's Inflation Rate Surpasses Expectations, Prompting Rate Hike Predictions",negative
2010-11-12 00:00:00, Emerging Markets Index Drops Amid Global Economic Concerns,negative
2010-11-12 00:00:00, Euro Recovers from Six-Week Low on European Debt Support Speculation,positive
2010-11-12 00:00:00, Irish and Portuguese Bond Yields Decrease as Europe Addresses Debt,positive
2010-11-12 00:00:00, Credit-Default Swaps on Irish and Portuguese Debt Fall,positive
2010-11-12 00:00:00, New European Crisis-Resolution Mechanism to Have No Impact on Current Arrangements,indecisive
2010-11-12 00:00:00, Italy Sells 7.92 Billion Euros of Bonds with Lower Than Expected Demand,negative
2010-11-15 00:00:00,Treasuries Slide as 30-Year Yields Hit Highest Since May,negative
2010-11-15 00:00:00,U.S. Stocks Erase Gains; S&P 500 Index Falls Slightly,negative
2010-11-15 00:00:00,Irish Bond Yields Narrow Amid EU Rescue Speculation,positive
2010-11-15 00:00:00,Economists and Ex-Officials Urge Fed to Halt Bond Purchases,negative
2010-11-15 00:00:00,Moodys: Permanent Tax Cut Extension Won't Downgrade U.S. Credit,positive
2010-11-15 00:00:00,U.S. Retail Sales Exceed Expectations with 1.2% Increase,positive
2010-11-15 00:00:00,U.S. Company Inventories Rise More Than Forecast,positive
2010-11-15 00:00:00,Ten-Year Note Yields Reach Three-Month High,negative
2010-11-15 00:00:00, Fed's Lacker Suggests Tighter Policy to Curb Inflation Risk,negative
2010-11-15 00:00:00, Caterpillar Agrees to Purchase Bucyrus for $8.6 Billion,positive
2010-11-15 00:00:00," Global Takeovers Total $1.78 Trillion, Up 18% from Last Year",positive
2010-11-15 00:00:00," U.S. Stocks May Rise 15% in Next Year, Predicts Bill Miller",positive
2010-11-15 00:00:00, MSCI Asia Pacific Index Falls 0.4%,negative
2010-11-15 00:00:00, Dollar Strengthens Against Euro and Yen,indecisive
2010-11-15 00:00:00, European Bond Insurance Costs Fall Amid Bailout Speculation,positive
2010-11-15 00:00:00, Crude Oil Prices Remain Steady in New York Market,indecisive
2010-11-15 00:00:00, Corn and Soybean Futures Rebound on Increased Demand,positive
2010-11-16 00:00:00,Global Stocks Decline for Seventh Consecutive Day,negative
2010-11-16 00:00:00,Commodities Fall Amidst Growing Debt Crisis Concerns,negative
2010-11-16 00:00:00,U.S. Treasuries Recover as Dollar Strengthens,positive
2010-11-16 00:00:00,S&P 500 Experiences Significant Drop,negative
2010-11-16 00:00:00,Irish Prime Minister Expresses Doubt Over Fiscal Crisis Resolution,negative
2010-11-16 00:00:00,Austria Threatens to Withhold Financial Aid to Greece,negative
2010-11-16 00:00:00,"U.S. Factory Production Rises, Supporting Economic Recovery",positive
2010-11-16 00:00:00,U.S. Wholesale Costs Rise Less Than Expected,- positive
2010-11-16 00:00:00,Boston and St. Louis Fed Presidents Support Full $600 Billion Treasury Purchases,positive
2010-11-16 00:00:00, Republican Lawmakers Push for Fed's Sole Focus on Inflation,indecisive
2010-11-16 00:00:00, Exxon Mobil Corp. and Freeport-McMoRan Copper & Gold Inc. Stocks Fall,negative
2010-11-16 00:00:00, John Hancock Investors Trust and Pimco Corporate Income Fund Suffer Losses,negative
2010-11-16 00:00:00, Wal-Mart and Home Depot Report Profit Gains,positive
2010-11-16 00:00:00, Stoxx Europe 600 Index Drops Significantly,negative
2010-11-16 00:00:00, Shanghai Composite Index Hits One-Month Low,negative
2010-11-16 00:00:00, South Korea Raises Interest Rates to 2.5 Percent,negative
2010-11-16 00:00:00, Moodys Comments on U.S. Credit Rating Amid Tax Cut Discussions,indecisive
2010-11-16 00:00:00, Irish Government in Talks for EU and IMF Financial Rescue,negative
2010-11-16 00:00:00, Credit-Default Swaps on European Government Debt Increase,negative
2010-11-16 00:00:00, Commodities Index Records Largest Decline in Nearly Two Years,negative
2010-11-16 00:00:00, Gold Futures Retreat 2.2 Percent,indecisive
2010-11-17 00:00:00,Dow Jones Industrial Average Reaches All-Time High,positive
2010-11-17 00:00:00,"S&P 500 Index Sees Six-Day Winning Streak, Longest Since April",positive
2010-11-17 00:00:00,Health-Care Shares Rally on Deal Activity,positive
2010-11-17 00:00:00,Energy Producers Benefit from Rising Oil Prices,positive
2010-11-17 00:00:00,Copper Prices Increase for Sixth Consecutive Day,positive
2010-11-17 00:00:00,Emerging-Market Shares Experience First Weekly Drop in June,negative
2010-11-17 00:00:00,U.S. Federal Reserve Signals Continued Low Interest Rates,positive
2010-11-17 00:00:00,CarMax Inc. Shares Surge on Earnings Beat,positive
2010-11-17 00:00:00,Oracle Corp. Shares Decline After Missing Profit and Sales Estimates,negative
2010-11-17 00:00:00, MSCI Emerging Markets Index Falls Amid Ukraine Tensions,negative
2010-11-17 00:00:00, Barclays Predicts Earlier Bank of England Rate Hike,negative
2010-11-17 00:00:00, S&P GSCI Commodity Index Hits 11-Month High,positive
2010-11-17 00:00:00, West Texas Intermediate Crude Reaches Highest Settlement Since September,positive
2010-11-17 00:00:00, Zinc Prices Reach 16-Month High on Supply Concerns,negative
2010-11-18 00:00:00,Stocks Rise for Third Consecutive Week Amid Corporate Earnings and COVID-19 Updates,positive
2010-11-18 00:00:00,Dollar Weakens as Investors Digest Economic Data,negative
2010-11-18 00:00:00,Crude Oil Prices Decline in Recent Market Movements,negative
2010-11-18 00:00:00,S&P 500 Achieves Longest Weekly Winning Streak Since December,positive
2010-11-18 00:00:00,Nasdaq 100 Avoids Back-to-Back Declines with Help from Intel and Cisco,positive
2010-11-18 00:00:00,"U.S. Consumer Sentiment Drops, Missing Forecasts Amid Resurgent Virus",negative
2010-11-18 00:00:00,Netflix's Outlook Raises Concerns Over Tech Sector's Rally Resilience,negative
2010-11-18 00:00:00,European Stimulus Pact Remains Uncertain as EU Leaders Debate Recovery Fund,indecisive
2010-11-18 00:00:00, Bloomberg Dollar Spot Index Falls; Euro and Yen Strengthen,negative
2010-11-18 00:00:00," Treasury Yields Show Minimal Change, with 10-Year Yield Rising Slightly",indecisive
2010-11-18 00:00:00," Gold Price Hits Nine-Year High, Recording Largest Weekly Increase",indecisive
2010-11-18 00:00:00, Copper Prices See Modest Uptick in Recent Trading,positive
2010-11-18 00:00:00," West Texas Intermediate Crude Slightly Down, Staying Around $40.60 a Barrel",negative
2010-11-19 00:00:00,U.S. Stocks Rise Following Nike Dividend Increase and Tech Earnings,positive
2010-11-19 00:00:00,S&P GSCI Commodities Index Records Largest Weekly Slump Since August,negative
2010-11-19 00:00:00,Federal Reserve Chairman Bernanke Advocates for Robust U.S. Growth,positive
2010-11-19 00:00:00,U.S. 30-Year Bond Yields Fall as Fed Buys Long-Dated Treasuries,positive
2010-11-19 00:00:00,"Crude Oil Prices Decline, Marking Biggest Weekly Loss Since August",negative
2010-11-19 00:00:00,Nike Shares Surge After Dividend Increase Announcement,positive
2010-11-19 00:00:00,Salesforce.com Shares Jump on Earnings and Sales Forecast Beat,positive
2010-11-19 00:00:00, General Motors Co. Shares Increase in Second Day of Trading Post-IPO,positive
2010-11-19 00:00:00, China's Shanghai Composite Index Falls Amid Tightening Monetary Policy,negative
2010-11-19 00:00:00, Irish Prime Minister Cowen Nears Acceptance of International Rescue Package,positive
2010-11-19 00:00:00, Euro Strengthens Against Most-Traded Counterparts Except Swiss Franc and Danish Krone,indecisive
2010-11-22 00:00:00,Euro Ends Three-Day Rally Amid Debt Crisis Concerns,negative
2010-11-22 00:00:00,Stocks and Commodities Decline as Irish Bailout Fails to Ease Fears,negative
2010-11-22 00:00:00,Treasuries Rise as Investors Seek Safety,negative
2010-11-22 00:00:00,U.S. Bank Shares Drop Following Hedge Fund Raids,negative
2010-11-22 00:00:00,FBI Investigates Hedge Funds in Insider-Trading Probe,negative
2010-11-22 00:00:00,Euro Weakens Against Major Currencies Including South Korean Won,negative
2010-11-22 00:00:00,Financial Sector Leads S&P 500 Decline,negative
2010-11-22 00:00:00,Amazon and Hewlett Packard Buck Market Downtrend,positive
2010-11-22 00:00:00, U.S. and European Stock Options Volatility Increases,negative
2010-11-22 00:00:00, U.S. Banks Face Potential $100 Billion Loss from Mortgage Recoupment,negative
2010-11-22 00:00:00, Stoxx Europe 600 Index Falls on Irish Bank Concerns,negative
2010-11-22 00:00:00, MSCI Emerging Markets Index Rises; India's Sensex Sees Significant Gain,positive
2010-11-22 00:00:00, Irish Bailout Speculation Spreads to Portugal and Spain,negative
2010-11-22 00:00:00, Credit-Default Swaps on Irish Debt Surge,negative
2010-11-22 00:00:00, Irish Prime Minister to Seek Elections After Budget Approval,indecisive
2010-11-22 00:00:00, U.S. Treasury to Auction $99 Billion in Notes,indecisive
2010-11-22 00:00:00, New Zealand Dollar Weakens as S&P Lowers Credit Outlook,negative
2010-11-23 00:00:00,Stocks Fall as MSCI Emerging Markets Index Drops Sharply,negative
2010-11-23 00:00:00,Dollar and Swiss Franc Rise Amid Korea Tensions and Europe Debt Worries,negative
2010-11-23 00:00:00,Copper Prices Decline as China Nears Lending Limits,negative
2010-11-23 00:00:00,South Korean Won Forwards Weaken Significantly,negative
2010-11-23 00:00:00,U.S. Treasury Yields Dip as Credit Default Swaps in Europe Hit Record Highs,negative
2010-11-23 00:00:00,Gold Prices Increase as Investors Seek Safe Havens,negative
2010-11-23 00:00:00,S&P 500 and Dow Jones Industrial Average Suffer Losses,negative
2010-11-23 00:00:00,U.S. Economic Growth Revised Upward to 2.5% in Q3,positive
2010-11-23 00:00:00,Existing Home Sales Fall Short of Expectations,negative
2010-11-23 00:00:00, Federal Reserve Officials Divided Over Monetary Stimulus,indecisive
2010-11-23 00:00:00, Fed Raises Unemployment Projections and Lowers Growth Outlook for 2011,negative
2010-11-23 00:00:00, Insider Trading Probe Impacts Equities Market,negative
2010-11-23 00:00:00, Hang Seng China Enterprises Index Experiences Significant Drop,negative
2010-11-23 00:00:00, European Stocks Decline as Banco Santander and Bank of Ireland Shares Tumble,negative
2010-11-23 00:00:00, U.S. Treasury Sells $35 Billion in Five-Year Notes,indecisive
2010-11-23 00:00:00, Spanish Bond Yields Reach Euro-Era Record High,negative
2010-11-23 00:00:00, Irish Prime Minister Announces Elections Post-Budget Approval,indecisive
2010-11-23 00:00:00, PIMCO Warns of Potential Bank Run in Ireland,negative
2010-11-23 00:00:00," Euro Weakens Amidst Financial Concerns, Dollar Index Rises",negative
2010-11-23 00:00:00," Commodity Prices Mixed with Copper and Oil Down, Gold Up",indecisive
2010-11-23 00:00:00, China Tightens Credit Expansion to Control Inflation and Property Prices,negative
2010-11-24 00:00:00,MSCI World Index Rises from Five-Week Low,positive
2010-11-24 00:00:00,U.S. Jobless Claims Drop to Lowest Since 2008,positive
2010-11-24 00:00:00,German Business Confidence Reaches Record High,positive
2010-11-24 00:00:00,Irish Bond Yields Soar as S&P Cuts Rating,negative
2010-11-24 00:00:00,Oil Prices Experience Largest Surge in Four Months,positive
2010-11-24 00:00:00,U.S. Consumer Confidence Exceeds Forecasts,positive
2010-11-24 00:00:00,S&P 500 Recovers 17 Percent from 2010 Low,positive
2010-11-24 00:00:00,Porsche SE Shares Jump After Profit Surge,positive
2010-11-24 00:00:00,Bank of Ireland Shares Fall Amid Capital Injection Plans,negative
2010-11-24 00:00:00," U.S. Jobless Claims Decrease to 407,000",positive
2010-11-24 00:00:00, U.S. Consumer Sentiment Hits Highest Since June,positive
2010-11-24 00:00:00, Amazon.com Benefits from Online Retail Growth,positive
2010-11-24 00:00:00, Oracle Corp. Wins $1.3 Billion Copyright Case Against SAP AG,- positive
2010-11-24 00:00:00, Irish Government Plans Spending Cuts and Tax Increases,negative
2010-11-24 00:00:00, Australian and Canadian Dollars Strengthen Against Major Counterparts,indecisive
2010-11-24 00:00:00, S&P GSCI Commodity Index Jumps 2.4 Percent,positive
2010-11-24 00:00:00, U.S. Treasury Demand Falls at Auction Amid Economic Optimism,negative
2010-11-24 00:00:00, Emerging Markets Index Rebounds After U.S. Economic Reports,positive
2010-11-24 00:00:00, Mark Mobius Dismisses Double Dip Recession Concerns,positive
