Title,Global Sentiment
 Norwegian Krone Weakens as Inflation Slows,0
 Crude Oil Prices Remain Steady in New York Trading,0
"Stocks Rise as Mubarak Resigns, Boosting Investor Optimism",1
S&P 500 Hits Highest Level Since June 2008,1
Egyptian Credit-Default Swaps Decline Post-Mubarak Resignation,1
U.S. Consumer Confidence Reaches Eight-Month High,1
Prudential's John Praveen Comments on Economic Recovery and Middle East Uncertainties,0
S&P 500 Weekly Gain Reaches 1.4 Percent,1
"Caterpillar, JPMorgan, and Bank of America Lead Dow Gains",1
ConocoPhillips Announces Dividend Increase and $10 Billion Share Buyback,1
Barton Biggs Maintains Positive Outlook on U.S. High-Quality Stocks,1
 MGIC and Radian Lead Mortgage Insurers Rally After Geithner's Proposal,1
 U.S. Treasury Secretary Geithner Suggests Limiting Government-Backed Mortgage Competitors,1
 Fannie Mae's Debt Spreads Narrow Following Geithner's Proposal,-1
 U.S. Trade Deficit Widens to $40.6 Billion in December,1
 Egypt's Dollar Bonds Rally Following Mubarak's Departure,1
 Stoxx Europe 600 Index Rises as Auto and Commodity Stocks Gain,1
 Michelin Profit Surpasses Analysts' Projections,1
 Nokia Shares Tumble After Microsoft Partnership Announcement,-1
 L'Oreal Shares Drop on Profit That Misses Estimates,-1
 Dollar Strengthens Against Euro and Yen Amidst Australian Rate Policy,0
 Oil Prices Drop to 10-Week Low as Middle East Tensions Ease,-1
Commodities Gain Amid Positive Economic Signals from China and Egypt,0
Euro Weakens as Spanish Bonds Fall; U.S. Equities Show Mixed Results,0
China Reports 38% Jump in January Exports; Shanghai Composite Index Up 2.5%,1
Egypt's Military Council Commits to Power Transfer Within Six Months,1
MSCI Emerging Markets Index Recovers with 1.3% Rise,0
S&P 500 Reaches Highest Level Since June 2008; Valuation Peaks in Eight Months,0
Wal-Mart Stores Inc. Downgraded by JPMorgan Chase & Co.,-1
 President Obama Proposes $3.7 Trillion Budget; Deficit to Exceed $1 Trillion in 2012,0
 U.S. Treasury 30-Year Bonds Gain; Yield Drops Amid High Demand,0
 Federal Reserve to Purchase TIPS as Part of Quantitative Easing,0
 European Stocks Up; John Wood Group Plc Shares Surge After GE Acquisition,1
 Japan's GDP Shrinks Less Than Expected; Topix Index Rises,1
 Brent Crude Oil Rises to $103.02 a Barrel; European Supply Disruptions Cited,1
 Euro Falls Against Major Currencies; New Zealand Dollar Declines After Retail Sales Drop,-1
 Spanish Bond Yields Increase; Spread Widens Over German Bunds,0
 Italian 10-Year Bond Yield Climbs to 4.83 Percent,0
Stocks Retreat as U.S. Retail Sales Disappoint,0
S&P 500 Drops from 32-Month High,0
Pound Rallies Amid UK Inflation Rate Speculation,1
Oil Prices Fall to 11-Week Low,0
U.S. Import Prices Rise More Than Expected,0
German Investor Confidence Grows for Fourth Month,0
Japan's Central Bank Raises Economic Assessment,-1
Exxon Mobil Corp. Shares Decline on Reserve Additions,-1
" U.S. Retail Sales Growth Slows, Affected by Weather",0
 NYSE Euronext Stock Drops After Deutsche Boerse Takeover Terms Announced,1
 Bats Global Markets Plans New Equities Exchange in Brazil,0
 UK Inflation Hits Highest Rate Since November 2008,0
 Protests in Bahrain and Yemen Escalate; Iranian Forces Use Tear Gas,-1
 U.S. Federal Reserve Purchases $6.7 Billion in Treasuries,0
 Barclays Plc Profit Surpasses Analysts' Estimates,1
" Danone Profit Exceeds Expectations, Shares Jump",1
" U.S. Treasuries Fluctuate, 10-Year Yield Falls to 3.60%",0
 Rio Tinto Leads Basic-Resources Companies Lower in Europe,-1
Stocks Rise on Improving Earnings and Optimistic Outlook from Federal Reserve,1
Dollar Weakens as S&P 500 and Stoxx Europe 600 Index Rise,1
Bank of England May Keep Interest Rates at All-Time Low,1
Anti-Government Protests Cause Persian Gulf Shares to Slide,0
"Housing Starts Jump 15%, Topping Estimates",1
Societe Generale SA Reports Quadrupled Earnings,1
 Federal Reserve Raises Forecast for Economic Growth,1
 Oil Prices Rise Amid Concerns Over Potential Middle Eastern Shipment Disruptions,1
 Societe Generale Projects Higher Revenue in Corporate and Investment Banking,1
 Sanofi-Aventis SA Agrees to Buy Genzyme for $20.1 Billion,1
" Anti-Government Protests in Bahrain, Yemen, and Libya Impact Persian Gulf Shares",0
 Higher Oil Prices Boost Energy Shares in Emerging Markets,1
 Bank of England Governor Mervyn King Indicates No Immediate Interest-Rate Increase.,1
"S&P 500 Tumbles as Apple Sinks While Dollar, Treasuries Advance",0
Dollar Extends Four-Year High Amid Speculation of Federal Reserve Raising Interest Rates,0
Nasdaq 100 Index Tumbles 2.1 Percent as Apple Drops 3.8 Percent,0
MSCI Emerging Markets Index Declines to Lowest Since May,0
Yield on 10-Year Treasuries Drops 6 Basis Points to 2.51 Percent,-1
"Gold Rises, Erasing a Loss",1
U.S. Equipment Orders and Weekly Jobless Claims Support Argument for Improving Economy,0
Russian Lawmakers Draft Legislation to Seize Foreign Assets in Response to Sanctions,-1
" S&P 500 Trades at 17.8 Times the Reported Earnings of its Companies, Near Highest Level Since 2010",0
 Apple Plunges 3.8 Percent Amid Problems in Rollout of New Smartphone,-1
 Technology Stocks in S&P 500 Experience Biggest Decline Since April,0
 Chicago Board Options Exchange Volatility Index Increases 18 Percent,0
 iShares iBoxx $ High Yield Corporate Bond ETF Drops 0.7 Percent,1
 U.S. Sale of $29 Billion in Seven-Year Notes Attracts Above-Average Demand,0
" American Factories Receive More Orders for Machinery, Communications Gear and Electrical Equipment in August",0
 Applications for Unemployment Benefits Increase Less Than Forecast,0
 Gross Domestic Product Expected to Show Growth of 4.6 Percent in Second Quarter,0
 Odds of Central Bank Increasing Benchmark Rate by July 2015 Rise to 56 Percent,0
 Euro Slides to Lowest Since November 2012 Amid Bets ECB Will Boost Monetary Stimulus,1
 Emerging-Market Stocks Drop 0.9 Percent to Lowest Level in Four Months,0
 Gold Futures Rise 0.2 Percent from Eight-Month Low,1
 Gasoline Surges 2 Percent to Highest Level This Month,1
 West Texas Intermediate Crude Declines 27 Cents to $92.53 a Barrel,1
 Islamic State Militants Plan Attacks on Subways in Paris and U.S.,0
"Treasuries Fall on Inflation Concern; Stocks, Oil Advance",1
Euro Rebounds as ECB Official Hints at Interest Rate Boost,0
U.S. Stocks and Oil Advance Amid Inflation Concerns,0
German Producer Prices Increase at Fastest Pace in Over Two Years,1
U.S. Consumer Price Index Tops Estimates,1
Federal Reserve Buys $6.7 Billion of Treasuries to Sustain Economic Expansion,0
Brocade Communications Systems and Intuit Forecast Earnings Above Analysts Estimates,1
Campbell Soup Reduces Projections for 2011 Profit and Sales,-1
 S&P 500 Closes at Highest Level Since June 2008,0
 G-20 Policy Makers Confront Inflation to Sustain Global Recovery,1
 U.S. Cost of Living Rises More Than Forecast in January,1
 Euro Gains Against 15 of its 16 Major Counterparts,1
 Bahrain's Security Forces Attack Protesters for Second Day,-1
 Bahrain's Debt Insurance Costs Increase,1
 MSCI Emerging Markets Index Climbs to Highest Level Since Feb. 8,1
 Brazil's Bovespa Stock Index Rises for Third Day on Inflation Containment Speculation.,1
Oil and Gold Prices Surge Amid Rising Middle East Tensions,0
Stocks Fall as Eni Leads Companies with Operations in Libya Lower,0
Brent Crude Gains 5.3 Percent Amid Middle East Unrest,-1
"Gold Climbs 1.2 Percent, Silver Adds 3.8 Percent",1
West Texas Intermediate Oil Jumps 6.3 Percent,0
"Eni, Largest Foreign Oil and Gas Producer in Libya, Loses 5.1 Percent",0
 Merck KGaA Gains 4.5 Percent as Earnings Beat Forecasts,1
 MSCI Emerging Markets Index Slides 0.1 Percent,1
" Violence Escalates in Libya, Yemen, Djibouti, Iran and Bahrain",-1
 India's Sensitive Index Climbs 1.3 Percent on Gains by Oil Shares,1
 Yield on Germany's 10-Year Bund Slides After Election Loss for Merkel's Party,1
 Yen Strengthens 0.1 Percent.,0
Oil Surges to a Two-Year High Amid Mideast Unrest,1
S&P 500 Index Sinks as Violence in Libya Escalates,-1
New Zealand's Dollar Slides Following Earthquake,-1
Wal-Mart Stocks Tumble After Sales Trail Forecast,-1
Rising Energy Costs Threaten Corporate Profits,-1
Libyan Leader Qaddafi Vows to Fight Rebellion,-1
Uncertainty in Oil-Options Market as Political Unrest Spreads,1
Rising Energy Prices Trigger Losses in Other Commodities,-1
Bank of America Corp. Slides After Writedown for Credit-Card Unit,-1
 U.S. Equities Decline as Home Values Fall,-1
 Consumer Confidence Rises to Highest Level in Three Years,-1
 Treasuries Rally as Violence in Libya Bolsters Refuge Appeal,-1
 Fed Buys $7.2 Billion of Treasuries to Sustain Economic Expansion,-1
 Eni Spa Shares Lose Value Amid Unrest in Libya,-1
 MSCI Emerging Markets Index Records Largest Drop in Two Weeks,-1
 Franc Advances Against All Major Counterparts Amid Unrest,-1
 New Zealand Dollar Tumbles Following Earthquake.,-1
"Oil Rallies to $100 Amid Libya Revolt, Stocks Retreat",0
Euro Gains on Prospects for Higher Interest Rates,1
Concerns Over Global Economic Recovery Amid Surging Fuel Prices,0
"U.S. Economic Recovery Strong Enough to Withstand Oil Price Increase, Says Geithner",-1
Technology Shares Slump as Hewlett-Packard Forecasts Trail Analysts' Estimates,-1
U.S. Treasury Auction Sees Yields on Five-Year Notes Gain Four-Basis Points,-1
Euro Appreciates Against 15 of its 16 Most-Traded Peers,1
Persian Gulf Shares Rise for the First Time Since Feb. 13,1
Most U.S. Stocks Rise as Oil Drops Below $100,0
"Swiss Franc Gains, Climbs to Record Against Dollar",0
"U.S., Saudi Arabia, and IEA Ready to Offset Supply Disruptions from Libya",0
S&P 500 Loses 0.1 Percent for Third Straight Drop,0
Crude Futures Slump 0.8 Percent to $97.28 a Barrel,0
Jobless Claims Fall and Consumer Confidence Increases,0
Boeing Co. Adds 0.8 Percent as Aircraft Demand Rebounds,1
General Motors Co. Tumbles to Lowest Price Since IPO,-1
IEA Ready to Release Emergency Oil Stockpiles if Needed,0
 Swiss Franc Strengthens to Record 92.34 Centimes per Dollar,0
 Yen Appreciates 0.8 Percent to 81.89 per Dollar,-1
 Asian Currencies Slide on Speculation of Global Economy Slowdown,0
 ECB Governing Council Member Indicates Interest Rates Can Only Rise,0
 Ten-Year Treasury Yields Reach Three-Week Low of 3.41 Percent,-1
 Federal Reserve Purchases $5 Billion in Treasuries to Support Economy,0
 Exxon Mobil Corp. and Schlumberger Ltd. Drop More than 1.2 Percent as Crude Oil Falls,-1
 Swiss Franc Strengthens to Record 92.34 Centimes per Dollar.,0
Stocks Advance as U.S. Consumer Confidence Exceeds Forecasts,1
Swiss Franc Falls from Record High Against Dollar,1
Rice and Cotton Prices Surge to Daily Limit,1
"U.S. GDP Growth Slower than Expected in Q4, Excluding Inventories",1
Boeing Co. Shares Rise Following Surprise Win in U.S. Air Force Tanker Program,1
Volkswagen AG Profits Surge Sevenfold Due to Increased Sales in China,1
Swiss Franc Depreciates as Concerns Over Libyan Political Turmoil Ease,1
" UK Economy Shrinks More than Estimated, Pound Falls Against Dollar",1
 Global Rice Prices Rally as Governments Boost Stockpiles Amid Protests,1
 U.S. Stock Market Maintains Gains Despite Global Uncertainties.,1
U.S. Stocks Rally as Warren Buffett Eyes Acquisitions,1
Oil Prices Retreat as Saudi Arabia Offers to Compensate for Libya's Lost Output,0
S&P 500 Extends Third Monthly Gain,1
Blackstone Group Agrees to Buy Centro Properties' U.S. Shopping Centers for $9.4 Billion,0
Ventas Inc. Plans to Buy Nationwide Health Properties Inc. for $5.7 Billion,-1
Berkshire Hathaway Reports 43% Gain in Quarterly Profit,1
U.S. Corporate Bond Protection Costs Drop for Third Day,1
Dollar Depreciates Against Most-Traded Counterparts,0
 Sweden's Krona Jumps to Strongest Since August 2008,1
 MSCI Emerging Markets Index Advances 0.7%,1
 Copper Prices Climb 0.9% in New York,1
 U.S. Regular Gasoline Price Gains 2.1 Cents to $3.354 a Gallon.,1
U.S. Stocks Drop as Tech Shares Lead Declines,-1
"Bonds, Gold Advance Amid North Korea Tensions",0
North Korea Rhetoric Rattles Financial Markets,-1
Merkel's Victory and Far-Right's Strong Result Impact European Markets,-1
Japan's Prime Minister Unveils Fresh Stimulus Package,0
North Korea Claims Ability to Shoot Down U.S. Warplanes,-1
Fed Chair Janet Yellen and Bank of England Governor Mark Carney to Speak This Week,-1
Euro-Area Inflation Rate May Have Accelerated in September,-1
" S&P 500, Nasdaq Composite, Dow Jones Industrial Average Slide",-1
 Euro Dips to One-Month Low,0
" Gold Jumps 1 Percent, West Texas Intermediate Crude Rises 3 Percent",0
 Japanese Yen Falls 0.2 Percent Against Dollar,1
U.S. Stocks Rise on Job-Market Strength,0
"Oil Jumps, Dollar Falls Amid Middle East Unrest",-1
Chipmakers Rally as JPMorgan Chase Raises Industry Recommendation,1
Labor Market Improvements Driven by Retail Sales and Manufacturing Growth,1
Crude Surges as Libyan Forces Attack Rebel-held Oil Refineries,1
Corporate Bond Protection Costs Rise with Oil Prices,1
"European Stocks Fall, Daimler AG and Swiss Reinsurance Co. Suffer Losses",-1
Persian Gulf Shares Slide to Lowest Level Since July,-1
New Zealand Dollar Slumps Following Earthquake Aftermath,1
 Credit-Default Swaps on Bahrain Rise,-1
" U.S. Brokers, Asset Managers & Exchanges: Trading Up",0
 Russia Prepares to Swap Sanctioned Eurobonds Into Ruble Debt,1
 Euro's Plight Leaves Room for Would-be Reserve FX: Markets Live.,1
Stocks Rally on Global Economy Strength and Oil Slip,1
Euro Climbs to Four-Month High on ECB Interest-Rate Increase Outlook,1
S&P 500 Index Records Biggest Gain Since December,1
MSCI Emerging Markets Index Rallies for Fifth Consecutive Day,1
Euro Appreciates 0.7 Percent Amid Rising German Two-Year Note Yields,1
U.S. Equities Advance as Jobless Claims Unexpectedly Fall,1
American Service Industries Expand at Fastest Pace in Five Years,1
Retail Sales Top Estimates as South Korean Industrial Output Grows,1
"JPMorgan Chase & Co., General Electric Co. and Apple Inc. Rally More Than 1.9 Percent",1
" Applications for Unemployment Benefits Fall by 20,000 Last Week",1
 Institute for Supply Management's Index of Non-Manufacturing Businesses Increases,1
 South Korea's Kospi Index Records Biggest Rally in Almost Six Months,1
 Turkey's ISE National 100 Index Rallies 2.9 Percent After Credit Suisse Group AG Recommendation,1
 Oil Loses 0.3 Percent After Venezuela Offers to Mediate Libya Crisis,1
 Cost of Protecting U.S. Corporate Debt from Default Drops,1
 Ten-Year Treasury Yields Climb 10 Basis Points to 3.57 Percent,1
 Dollar Index Drops to Lowest Level Since November,0
 Euro Gains Against All but Three of its 16 Major Peers,1
 Pound Declines After Service Industries Index Falls More Than Expected.,1
U.S. Stocks Reach Record Levels Amid Trump's Tax-Cut Plan,-1
Dollar Slips as Investors Assess Trump's Tax Proposal,0
"S&P 500 Index Hits All-Time High, Increases 3.5% Over Last Three Months",-1
Small Cap Russell 2000 Index Rises Following Tax-Cut Plan Announcement,0
Uncertainty Surrounds Trump's Tax Plan Due to Lack of Details,-1
"Gold Trades Near Lowest Since August, On Track for Worst Month of the Year",1
"Oil Falls Below $51 a Barrel, Yields on 10-Year Treasuries Remain Flat",0
Euro Rises as Regional Economic Confidence Index Climbs to Decade-High,1
" End-of-Quarter Volatility Expected, Major Markets to Shut for Holiday",-1
" S&P 500 Adds 0.1% to Record 2,510.07",-1
" Small Cap Russell 2000 Climbs 0.3%, Nasdaq 100 Index Falls 0.1%",-1
" Euro Advances 0.3% to $1.1783, Biggest Gain in a Week",1
 West Texas Intermediate Crude Falls 1% to $51.59 a Barrel,1
" Gold Adds 0.3% to $1,286.54 an Ounce",1
 Copper Advances 1.6% to $2.9775 a Pound.,0
S&P 500 Erases Year's Best Rally as Oil Tumbles and Gold Jumps,0
Concern Over Europe's Economy Causes S&P 500 to Fall 2.1 Percent,-1
Russell 2000 Index of Smaller Companies Tumbles 2.7 Percent,-1
"West Texas Intermediate Crude Drops 1.8 Percent, Enters Bear Market",1
Euro Slides 0.4 Percent Against the Dollar Amid Economic Concerns,0
Gold Jumps 1.6 Percent as Economies Keep Interest Rates Low,0
European Central Bank President Warns of Recovery Losing Momentum,0
Federal Reserve Policy Makers Highlight Risks to U.S. Outlook from Slowing Global Growth,-1
"Germany's Economy on the Edge of Recession, According to Economic Institutes",0
 Federal Open Market Committee Policy Makers Anticipate Slower U.S. Growth if Foreign Economic Growth is Weaker than Expected,-1
 Fear of Global Deflation as Interest Rates Remain Low,-1
 Draghi Calls for Boosting Growth in Euro Area Through Improvements in Productivity,0
 S&P 500 Down 4.1 Percent from All-Time Closing High Amid Various Concerns,-1
 Alcoa Inc. Drops 4.2 Percent After Reporting Third-Quarter Earnings,-1
 Apple Inc. Climbs 0.2 Percent After Investor Carl Icahn Urges Accelerated Share Repurchases,-1
 Bill Gross Warns Investors of Slowing Global Growth and Lower Returns,-1
" Energy Shares Plunge 3.7 Percent, the Most Since February",0
 West Texas Intermediate Falls for a Third Day Amid Concerns of Rising Global Supplies,1
 Dollar Gains Against Most of its 16 Major Peers,0
 Silver Gains 2.1 Percent and Gold Advances 1.6 Percent,1
 MSCI Emerging Markets Index Rises 1 Percent,-1
 Hong Kong Government Cancels Talks with Pro-Democracy Protesters.,-1
U.S. Stocks Rally as Bank of America and Sprint Nextel Surge,1
Euro Slides Amid Concerns Over Europe's Debt Crisis,0
Oil Prices Retreat from 29-Month High,0
Sprint Nextel's Potential Deal with Deutsche Telekom Fuels Market Optimism,0
Bank of America's Mortgage Business Shows Signs of Recovery,1
OPEC Considers Boosting Oil Production Amid Price Concerns,1
Homebuilders Rally Following Positive Reports from MDC Holdings and PulteGroup,1
Goldman Sachs and Bank of America Raise Oil-Price Forecasts,1
 Dollar Strengthens Against Major Counterparts,1
 Deutsche Telekom Leads Advance in Telephone Stocks,1
 Spain's 10-Year Note Yield Increases Ahead of Bond Sale,1
 European Central Bank Signals Potential Interest Rate Hikes,1
 Emerging Markets Index Rises for Seventh Time in Eight Days,1
 Persian Gulf Stocks Gain Amid Potential Aid to Quell Political Unrest.,1
U.S. Stocks Register Biggest Weekly Increase Since April,0
"Labor Market Strengthens, Outpacing October Expectations",0
Dollar Trades at Lowest Level in Over Two Years,0
Biden on Verge of Winning Presidential Election,0
S&P 500 Sees Minimal Fall After Four-Day Rally,0
Investors Focus on Presidential Election Outcome,0
Fiscal Stimulus Expected to Support Economy Even if Less Than Anticipated,0
Ten-Year Note Yields Rise Above 0.80% After Labor Market Report,-1
" Biden Tightens Hold on Presidential Race, Leading in Georgia and Pennsylvania",0
" U.S. Tops 100,000 Coronavirus Infections in a Single Day",0
 Fed Chair Warns Rising Infection Rates Risk Economic Recovery,0
" Crude Oil Declines for Second Day, Gold Remains Unchanged",0
 S&P 500 Index Sees First Retreat in a Week,0
 Yield on 10-Year Treasuries Sees Biggest Surge in Over a Month,-1
 West Texas Intermediate Crude Sees Biggest Dip in Over a Week,0
 Gold Strengthens to Highest in Over Seven Weeks.,0
"Stocks Slide as Dollar, Treasuries Gain on Economic Concerns",1
S&P 500 Index Drops to Lowest Level Since January,-1
"U.S. Jobless Claims Rise, China's Export Growth Slows",-1
Spain's Credit Rating Cut by Moody's Investors Service,-1
Investors Flee Riskier Assets Amid Economic Uncertainty,-1
U.S. Trade Deficit Tops Economist Estimates,-1
German Exports Drop 1 Percent in January,-1
S&P 500 Falls for Fourth Time in Five Days,-1
U.S. Treasury Yields Slip as Bond Auction Sees Highest Demand Since 2000,-1
 Cost of Protecting U.S. Corporate Bonds from Default Rises,-1
 Dollar Appreciates Against All 16 Most-Traded Counterparts,1
 Australian Dollar Depreciates After Unexpected Job Cuts,-1
 Crude Oil Prices Fall in New York and London,-1
 Copper Declines to Lowest Settlement Price of the Year,0
Oil Prices Tumble Following Japan's Worst Earthquake,-1
Yen Rallies as Investors Seek Safe Haven Amidst Japan Quake,-1
U.S. Stocks Rise Despite Global Uncertainty,1
"Japan's Earthquake Forces Refineries to Close, Weakens Crude Demand",-1
Bank of Japan Pledges Financial Stability Post-Earthquake,-1
President Obama Prepared to Tap Strategic Oil Reserve Amidst Energy Supply Disruptions,1
"S&P 500 Rebounds After Slump, Trims Weekly Loss to 1.3%",1
Valero Energy Surges After Agreement to Buy Chevron Corp.'s U.K. Refinery,1
" Japan Earthquake Impacts Global Economy, Adds Uncertainty to Markets",-1
 U.S. Treasury Bond Yield Rises Amidst Global Market Volatility,0
 Copper Prices Rebound from Three-Month Low,0
 India's Factory Output Growth Gives Central Bank Scope to Raise Interest Rates.,-1
Global Stocks Slide Following Japan's Biggest Earthquake,-1
Euro Rallies as European Leaders Agree to Expand Rescue Fund,1
Nikkei 225 Stock Average Plunges 6.2 Percent After Earthquake,-1
"Energy Shares Rebound, Parrying S&P 500 Index Drop",0
Nuclear Power Plant Operators and Suppliers Lead Stock Decline,-1
Luxury Goods Sales in Japan Expected to Slow,-1
Bank of Japan Injects Record 15 Trillion Yen into Financial System,-1
German Chancellor Puts Nuclear Plant Lifespan Extension Plans on Hold,-1
 S&P 500 Financial Shares Tumble Amid Japan Crisis,-1
 Solar and Wind-Energy Companies Advance as Nuclear Industry Suffers,1
 Berkshire Hathaway Acquires Lubricant Additives Producer Lubrizol Corp.,-1
 S&P 500 Retreats Amid Concerns Over Oil Price Surge,-1
 European Officials Expand 440 Billion-Euro Bailout Fund,-1
" Japanese Refinery Shutdowns Reduce Demand, Impacting Crude Oil Prices",-1
 Japanese Nuclear Reactor Shutdowns Boost Demand for Alternative Fuels,-1
 Rubber Prices Plunge Following Shutdown of Japanese Carmakers.,-1
"U.S. Stocks Pare Drop After Tokyo Plunge; Oil Falls, Bonds Gain",-1
"S&P 500 Index Fell 1.1 Percent, MSCI All-Country World Index Slumped 2.3 Percent",-1
"Nikkei 225 Stock Average Futures Traded at 8,970 in Chicago",-1
Yen Rose 1.1 Percent Against the Euro and Dollar Amid Speculation Investors Were Repatriating Foreign Funds,0
S&P 500 Trimmed Morning Plunge as Radiation Readings Retreated Below Harmful Levels at Reactors Damaged in Earthquake,-1
"South Korea's Kospi Index Sank 2.4 Percent, Taiwan's Taiex Index Retreated 3.4 Percent",-1
Tokyo Stock Exchange Calls for Calm and Orderly Response After Two-Day Retreat,-1
Costs to Insure Japanese Debt Climbed to a Record as Tokyo Electric Power Co.'s Damaged Nuclear Power Plant Rocked by Two Explosions,0
"Yen Rose Against All 16 Major Counterparts, Climbing 1.1 Percent to 80.74 per U.S. Dollar",0
" S&P 500 Declined for the Fourth Time in Five Days, with Utility, Technology and Financial Shares Leading Declines",-1
 Solar-Power Stocks Rallied on Speculation that Clean Energy Will Benefit,1
 S&P 500 Tumbled 4.6 Percent from its 32-Month High on Feb. 18 Amid Concern Uprisings in the Middle East and Japan's Earthquake Will Hurt Global Growth,-1
 Fed Policy Makers Said the Recovery is Gaining Strength and that Higher Energy Prices Will Have a Temporary Effect on Inflation,-1
 U.S. Stock-Index Futures Maintained Losses Even as a Report Showed Manufacturing in the New York Region Accelerated in March,-1
" The Stoxx Europe 600 Index Lost 2.3 Percent, its Worst Drop Since November",-1
" The 30-Year Treasury Bond Rose, Sending its Yield Down 7 Basis Points to 4.45 Percent",0
" Crude Oil Fell 4 Percent, the Most in Almost Five Months, to $97.18 a Barrel in New York",-1
 Copper for Delivery in May Slumped 1.2 Percent to $4.137 a Pound in New York,-1
" Gold for April Delivery Lost 2.3 Percent to $1,392.80 an Ounce and Silver Futures Retreated 4.8 Percent to $34.117 an Ounce.",-1
"U.S. Stocks Slide on Japan Concern, Yen Reaches Post-WWII High",-1
S&P 500 Erases 2011 Gain Amid Japan's Nuclear Crisis,0
Yen Rises on Speculation of Investors Buying Currency for Rebuilding Projects,-1
U.S. Nuclear Regulatory Commission Reports High Levels of Radiation Released in Japan,-1
S&P 500 Tumbles Amid Concerns Over Global Economic Recovery,-1
IBM Shares Drop After Sanford C. Bernstein & Co. Downgrade,-1
"U.S. Housing Starts Fall 22.5% in February, Biggest Decrease Since March 1984",-1
U.S. Companies at Risk from Lost Sales in Japan,0
IAEA Chief Yukiya Amano to Discuss Crisis with Tokyo Authorities,-1
 Nikkei 225 Rebounds 5.7% After Worst Two-Day Drop Since 1987,1
 Stoxx Europe 600 Index Slides as Banks and Auto Companies Decline,-1
 MSCI Emerging Markets Index Rises as Valuations Lure Investors,-1
 Oil Prices Climb Amid Escalating Violence in Bahrain,1
 Egypt's Bond Ratings Cut One Level at Moody's Investors Service,-1
 Russia and Poland Miss Targets at Government Bond Auctions.,-1
"S&P 500 Rallies Most in Year Amid Earnings, ECB Bets; Oil Gains",1
Speculation Grows Over European Central Bank Bond Purchases,1
"Apple Inc. Gains 2.7 Percent, Boosting Nasdaq 100 Index",1
"Gold Climbs to a Five-Week High, Leading Commodity Gains",1
S&P 500's Four-Day Gain Biggest Since January 2013,1
European Shares Rally 2.1 Percent on ECB Bond Purchase Speculation,1
U.S. Home Sales Rise to Highest Level in a Year,1
ECB Enters $3.3 Trillion Covered Bond Market to Bolster Financing Access,1
 Coca-Cola Co. Sinks 6 Percent After Missing 2014 Profit-Growth Target,1
 S&P 500 Extends Rally After St. Louis Fed President Suggests Delaying End of Bond Purchases,1
 U.S. Existing Home Sales in September Indicate Positive Impact on Economy,1
 European Stocks Surge After Four Weeks of Declines,1
 Euro Declines Against Dollar as ECB Buys Covered Bonds,0
 Copper Prices Jump Most in Five Weeks After China Data Release,1
 Gold Futures Rise to Highest Level Since September 10,1
" West Texas Intermediate Crude Rises in New York, Brent Futures Gain in London.",1
Stocks Rally as Federal Reserve Allows Banks to Boost Dividends,1
Yen Falls as Central Banks Intervene to Aid Japan's Recovery,1
MSCI World Index Records Best Two-Day Rally of the Year,1
S&P 500 Trims Weekly Loss to 1.9% Following Fed Announcement,1
JPMorgan Chase & Co. and Wells Fargo & Co. Rally Following Dividend Increase,1
Goldman Sachs Group Inc. Wins Approval for Dividend Increase and Buyback,1
Cisco Systems Inc. Announces Plans to Start Paying Quarterly Dividend,1
Swiss Franc Weakens Against All Major Peers Except Yen,0
Corn and Wheat Futures Record Biggest Two-Day Rallies Since October,1
 Crude Slips 0.4% to $101.07 a Barrel Amid Libya Cease-Fire,0
 Japan's Nikkei 225 Stock Average Closes Up 2.7%,1
 Pound Declines 0.5% Against Euro as UK Consumer Confidence Hits Record Low,1
 Japan's Currency Slides 3.4% Versus Euro Following Intervention,1
 Engineers Work to Restore Power to Japan's Damaged Fukushima Dai-Ichi Power Plant,1
 UN Decision on Libya Renews Concern Over Potential Oil Supply Disruption,1
 Largest U.S. Banks Increase Common Equity by More Than $300 Billion,1
 Ten-Year Treasury Yields Increase 1 Basis Point to 3.27 Percent,1
 Berkshire Hathaway Inc. Class B Shares Climb 0.9 Percent.,1
Stocks Climb as Japan's Nuclear Risk Eases,1
Yen Weakens Amid Progress in Cooling Japan's Nuclear Reactors,1
Oil Prices Jump Following Military Strikes in Libya,1
Deutsche Telekom AG Sells T-Mobile USA to AT&T Inc. for $39 Billion,1
S&P 500 Recoups Most of Last Week's Losses,1
Companies in Nuclear-Power Industry Rally After Last Week's Decline,1
U.S. Housing Market Struggles to Recover Amid Drop in Home Sales,1
Warren Buffett Eyes South Korea for Potential Acquisitions,1
U.S. Treasury Department Plans to Sell $10 Billion in Holdings Per Month,1
 AT&T's Debt Ratings Under Review for Possible Downgrade,1
 Deutsche Telekom Records Biggest Advance on Record,1
 Crude Oil Prices Rise as Libya's Output Falls,1
 Silver and Gold Futures Gain Amid Rising Commodity Prices,1
 Swiss Franc Depreciates as Investors Seek Other Currencies,1
 U.S. Government Debt Falls Amid Diminishing Concerns Over Japan's Nuclear Crisis.,1
"Irish, Portuguese Bonds Sink on Debt Concern; Stocks Retreat",-1
Euro Weakens Amid Struggles to Fix Government-Finance Crisis,0
Oil Rallies as Unrest Spreads in Middle East and Northern Africa,1
"EU Finance Chiefs Settle on Permanent Rescue Fund, Remain Divided on Current Stopgap Fund",0
Irish Government Debt Insurance Surges to Highest Since January,-1
